killsplayer_1,killsplayer_2,killsplayer_3,killsplayer_4,killsplayer_6,killsplayer_7,killsplayer_8,killsplayer_9,killsplayer_10,deathsplayer_1,deathsplayer_2,deathsplayer_3,deathsplayer_4,deathsplayer_5,deathsplayer_6,deathsplayer_7,deathsplayer_8,deathsplayer_9,assistsplayer_2,assistsplayer_4,assistsplayer_5,assistsplayer_6,assistsplayer_7,assistsplayer_8,assistsplayer_9,assistsplayer_10,dragon_team100,dragon_team200,riftherald_team100,riftherald_team300,winningTeam,currentGold_1,magicDamageDoneToChampions_1,physicalDamageDoneToChampions_1,trueDamageDoneToChampions_1,totalDamageDoneToChampions_1,goldPerSecond_1,jungleMinionsKilled_1,level_1,minionsKilled_1,timeEnemySpentControlled_1,totalGold_1,xp_1,currentGold_2,magicDamageDoneToChampions_2,physicalDamageDoneToChampions_2,trueDamageDoneToChampions_2,totalDamageDoneToChampions_2,goldPerSecond_2,jungleMinionsKilled_2,level_2,minionsKilled_2,timeEnemySpentControlled_2,totalGold_2,xp_2,currentGold_3,magicDamageDoneToChampions_3,physicalDamageDoneToChampions_3,trueDamageDoneToChampions_3,totalDamageDoneToChampions_3,goldPerSecond_3,jungleMinionsKilled_3,level_3,minionsKilled_3,timeEnemySpentControlled_3,totalGold_3,xp_3,currentGold_4,magicDamageDoneToChampions_4,physicalDamageDoneToChampions_4,trueDamageDoneToChampions_4,totalDamageDoneToChampions_4,goldPerSecond_4,jungleMinionsKilled_4,level_4,minionsKilled_4,timeEnemySpentControlled_4,totalGold_4,xp_4,currentGold_5,magicDamageDoneToChampions_5,physicalDamageDoneToChampions_5,trueDamageDoneToChampions_5,totalDamageDoneToChampions_5,goldPerSecond_5,jungleMinionsKilled_5,level_5,minionsKilled_5,timeEnemySpentControlled_5,totalGold_5,xp_5,currentGold_6,magicDamageDoneToChampions_6,physicalDamageDoneToChampions_6,trueDamageDoneToChampions_6,totalDamageDoneToChampions_6,goldPerSecond_6,jungleMinionsKilled_6,level_6,minionsKilled_6,timeEnemySpentControlled_6,totalGold_6,xp_6,currentGold_7,magicDamageDoneToChampions_7,physicalDamageDoneToChampions_7,trueDamageDoneToChampions_7,totalDamageDoneToChampions_7,goldPerSecond_7,jungleMinionsKilled_7,level_7,minionsKilled_7,timeEnemySpentControlled_7,totalGold_7,xp_7,currentGold_8,magicDamageDoneToChampions_8,physicalDamageDoneToChampions_8,trueDamageDoneToChampions_8,totalDamageDoneToChampions_8,goldPerSecond_8,jungleMinionsKilled_8,level_8,minionsKilled_8,timeEnemySpentControlled_8,totalGold_8,xp_8,currentGold_9,magicDamageDoneToChampions_9,physicalDamageDoneToChampions_9,trueDamageDoneToChampions_9,totalDamageDoneToChampions_9,goldPerSecond_9,jungleMinionsKilled_9,level_9,minionsKilled_9,timeEnemySpentControlled_9,totalGold_9,xp_9,currentGold_10,magicDamageDoneToChampions_10,physicalDamageDoneToChampions_10,trueDamageDoneToChampions_10,totalDamageDoneToChampions_10,goldPerSecond_10,jungleMinionsKilled_10,level_10,minionsKilled_10,timeEnemySpentControlled_10,totalGold_10,xp_10,timestamp,gameMode,gameType,gameVersion,assistsplayer_1,assistsplayer_3,baron_team100,baron_team200,deathsplayer_10,killsplayer_0,riftherald_team200,killsplayer_5
3.0,3.0,3.0,3.0,11.0,7.0,8.0,8.0,5.0,7.0,10.0,7.0,8.0,7.0,2.0,6.0,1.0,3.0,7.0,4.0,7.0,3.0,11.0,12.0,5.0,15.0,,2.0,1.0,1.0,200.0,171.0,1234.0,4985.0,780.0,7000.0,0.0,4.0,11.0,109.0,68802.0,7246.0,8095.0,75.0,7624.0,572.0,2393.0,10590.0,0.0,70.0,10.0,16.0,201875.0,7075.0,6915.0,238.0,5984.0,288.0,460.0,6732.0,0.0,4.0,11.0,69.0,196827.0,6118.0,8301.0,439.0,145.0,7255.0,0.0,7400.0,0.0,2.0,10.0,111.0,31418.0,7089.0,6140.0,125.0,0.0,6531.0,1536.0,8068.0,30.0,4.0,9.0,20.0,70700.0,8265.0,5483.0,1101.0,8932.0,2024.0,216.0,11173.0,0.0,0.0,13.0,133.0,162898.0,10125.0,10173.0,1061.0,658.0,15377.0,931.0,16967.0,0.0,90.0,12.0,27.0,350672.0,8936.0,8756.0,2447.0,14738.0,1830.0,652.0,17222.0,0.0,8.0,13.0,125.0,77353.0,9122.0,10439.0,1857.0,3049.0,10668.0,239.0,13957.0,0.0,9.0,13.0,150.0,59713.0,9992.0,10148.0,841.0,3682.0,1930.0,564.0,6177.0,30.0,0.0,9.0,7.0,35707.0,6865.0,5995.0,1200328.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,8.0,,1.0,6.0,,,6.0
6.0,4.0,2.0,6.0,4.0,10.0,2.0,2.0,3.0,3.0,3.0,7.0,4.0,4.0,6.0,4.0,1.0,3.0,5.0,3.0,7.0,2.0,3.0,7.0,5.0,9.0,5.0,2.0,,1.0,100.0,376.0,3795.0,7572.0,670.0,12038.0,0.0,0.0,12.0,122.0,130649.0,8041.0,9512.0,357.0,608.0,6308.0,258.0,7174.0,0.0,84.0,12.0,41.0,375138.0,7457.0,8758.0,458.0,2387.0,429.0,0.0,2816.0,0.0,0.0,11.0,89.0,165003.0,5553.0,7530.0,40.0,717.0,7248.0,0.0,7965.0,0.0,4.0,11.0,148.0,825.0,8639.0,7754.0,73.0,4188.0,893.0,389.0,5471.0,30.0,0.0,9.0,25.0,63167.0,5823.0,5381.0,368.0,0.0,9600.0,279.0,9879.0,0.0,0.0,12.0,122.0,137853.0,8518.0,8730.0,921.0,1797.0,10605.0,619.0,13021.0,0.0,110.0,12.0,17.0,384311.0,9621.0,9406.0,899.0,10503.0,899.0,518.0,11921.0,0.0,0.0,12.0,127.0,249075.0,7299.0,9131.0,365.0,427.0,3921.0,0.0,4349.0,0.0,4.0,11.0,110.0,28107.0,6365.0,7553.0,52.0,6112.0,745.0,404.0,7262.0,30.0,0.0,9.0,21.0,79177.0,6152.0,5517.0,1200339.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,1.0,3.0,,6.0,,1.0,2.0
1.0,3.0,3.0,7.0,3.0,3.0,14.0,7.0,1.0,2.0,9.0,3.0,7.0,7.0,4.0,4.0,2.0,6.0,4.0,7.0,7.0,2.0,4.0,4.0,5.0,11.0,2.0,3.0,2.0,,100.0,70.0,241.0,4998.0,88.0,5327.0,0.0,4.0,12.0,138.0,66306.0,7260.0,9417.0,359.0,5102.0,927.0,1921.0,7952.0,0.0,8.0,11.0,107.0,418948.0,6899.0,8476.0,570.0,3246.0,423.0,1227.0,4897.0,0.0,102.0,11.0,31.0,274822.0,7630.0,8499.0,260.0,744.0,12402.0,0.0,13146.0,0.0,3.0,11.0,108.0,77367.0,8945.0,7921.0,236.0,15265.0,2131.0,1154.0,18551.0,30.0,0.0,10.0,33.0,215812.0,8585.0,7101.0,730.0,356.0,4080.0,937.0,5374.0,0.0,3.0,12.0,129.0,128724.0,6815.0,9654.0,1105.0,248.0,4609.0,238.0,5095.0,0.0,81.0,11.0,21.0,101759.0,6520.0,7965.0,841.0,15664.0,3607.0,1382.0,20654.0,0.0,12.0,14.0,134.0,157849.0,11336.0,11850.0,1167.0,1220.0,8900.0,0.0,10121.0,0.0,11.0,11.0,112.0,7768.0,8482.0,7844.0,256.0,4789.0,709.0,280.0,5778.0,30.0,0.0,10.0,13.0,56259.0,5736.0,7038.0,1200332.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,2.0,1.0,,7.0,,,9.0
3.0,7.0,7.0,4.0,5.0,8.0,2.0,3.0,5.0,4.0,5.0,4.0,6.0,4.0,3.0,4.0,4.0,7.0,5.0,6.0,12.0,6.0,6.0,6.0,8.0,5.0,1.0,3.0,1.0,,100.0,941.0,8408.0,1846.0,80.0,10334.0,0.0,0.0,12.0,142.0,85250.0,7256.0,9934.0,940.0,1689.0,8699.0,732.0,11121.0,0.0,95.0,12.0,26.0,148951.0,8680.0,9487.0,1308.0,10593.0,813.0,832.0,12239.0,0.0,4.0,13.0,128.0,139994.0,9083.0,10031.0,529.0,2039.0,8599.0,73.0,10712.0,0.0,0.0,11.0,112.0,6309.0,7729.0,7809.0,792.0,3208.0,2398.0,536.0,6142.0,30.0,0.0,10.0,23.0,49646.0,6127.0,6142.0,773.0,1635.0,8434.0,0.0,10069.0,0.0,4.0,13.0,138.0,148313.0,8373.0,11145.0,756.0,515.0,9474.0,1084.0,11074.0,0.0,125.0,13.0,41.0,357645.0,10580.0,10959.0,1249.0,8465.0,1031.0,387.0,9884.0,0.0,10.0,12.0,153.0,320143.0,7739.0,9390.0,1360.0,386.0,10824.0,959.0,12170.0,0.0,0.0,10.0,135.0,49756.0,8145.0,7089.0,1165.0,4371.0,693.0,0.0,5064.0,30.0,0.0,10.0,31.0,75926.0,6725.0,6153.0,1200309.0,CLASSIC,MATCHED_GAME,11.22.406.3587,3.0,5.0,1.0,,6.0,,1.0,3.0
2.0,7.0,14.0,6.0,1.0,8.0,4.0,7.0,1.0,3.0,1.0,5.0,6.0,6.0,6.0,9.0,7.0,4.0,6.0,7.0,6.0,1.0,6.0,6.0,8.0,12.0,4.0,,2.0,,100.0,1001.0,0.0,7086.0,35.0,7121.0,0.0,12.0,13.0,147.0,108321.0,8241.0,10378.0,826.0,885.0,10508.0,450.0,11844.0,0.0,103.0,12.0,10.0,233248.0,9241.0,8759.0,1036.0,19170.0,714.0,462.0,20347.0,0.0,8.0,13.0,138.0,377804.0,12035.0,10180.0,1218.0,3086.0,6549.0,0.0,9635.0,0.0,1.0,11.0,127.0,0.0,8978.0,8349.0,634.0,2981.0,684.0,398.0,4063.0,30.0,0.0,10.0,31.0,39873.0,5909.0,6385.0,954.0,0.0,3764.0,223.0,3987.0,0.0,5.0,11.0,142.0,66636.0,6654.0,8475.0,194.0,2554.0,12797.0,724.0,16076.0,0.0,71.0,10.0,5.0,294608.0,8244.0,7174.0,575.0,9365.0,949.0,0.0,10315.0,0.0,0.0,11.0,93.0,27058.0,7130.0,8133.0,340.0,801.0,10035.0,0.0,10836.0,0.0,0.0,11.0,143.0,100124.0,9270.0,7840.0,800.0,0.0,6382.0,0.0,6382.0,30.0,0.0,10.0,20.0,75158.0,5945.0,6771.0,1200325.0,CLASSIC,MATCHED_GAME,11.21.403.3002,3.0,4.0,,,6.0,,,3.0
4.0,15.0,1.0,6.0,4.0,,5.0,2.0,,3.0,3.0,,3.0,2.0,3.0,6.0,3.0,6.0,6.0,11.0,21.0,3.0,8.0,4.0,3.0,9.0,1.0,3.0,,1.0,200.0,178.0,698.0,7780.0,0.0,8479.0,0.0,8.0,11.0,101.0,39819.0,7628.0,7978.0,1820.0,108.0,14681.0,3978.0,18768.0,0.0,82.0,11.0,12.0,194968.0,10635.0,8202.0,2948.0,151.0,910.0,148.0,1210.0,0.0,0.0,7.0,57.0,57252.0,4468.0,3874.0,1382.0,391.0,12637.0,0.0,13029.0,0.0,8.0,11.0,142.0,96798.0,8762.0,7448.0,261.0,4355.0,1680.0,0.0,6035.0,30.0,0.0,11.0,14.0,28967.0,7070.0,7503.0,54.0,614.0,6513.0,1578.0,8705.0,0.0,12.0,11.0,106.0,93415.0,7969.0,7809.0,239.0,622.0,5355.0,348.0,6326.0,0.0,93.0,11.0,15.0,218608.0,5879.0,7461.0,714.0,876.0,8308.0,746.0,9930.0,0.0,10.0,12.0,163.0,101624.0,9564.0,9512.0,1267.0,6520.0,956.0,0.0,7477.0,0.0,0.0,10.0,107.0,51734.0,5887.0,6642.0,492.0,5043.0,176.0,550.0,5769.0,30.0,1.0,8.0,18.0,65892.0,4277.0,4636.0,1200338.0,CLASSIC,MATCHED_GAME,11.22.406.3587,8.0,3.0,,2.0,10.0,,1.0,2.0
6.0,4.0,6.0,4.0,4.0,3.0,1.0,,1.0,3.0,3.0,,1.0,2.0,7.0,5.0,4.0,4.0,11.0,6.0,10.0,2.0,3.0,3.0,3.0,3.0,3.0,,2.0,,100.0,936.0,416.0,11055.0,103.0,11575.0,0.0,13.0,14.0,179.0,217530.0,10910.0,11508.0,369.0,1315.0,9146.0,1398.0,11859.0,0.0,128.0,12.0,17.0,229217.0,9794.0,9755.0,460.0,8596.0,210.0,363.0,9169.0,0.0,15.0,13.0,136.0,155515.0,8675.0,9963.0,411.0,1256.0,8408.0,0.0,9665.0,0.0,0.0,11.0,158.0,28372.0,8561.0,8426.0,417.0,2240.0,1567.0,304.0,4111.0,30.0,0.0,10.0,27.0,116380.0,5702.0,6547.0,188.0,660.0,6535.0,2287.0,9484.0,0.0,0.0,11.0,115.0,96109.0,6871.0,8423.0,208.0,1232.0,4555.0,331.0,6119.0,0.0,92.0,11.0,17.0,475982.0,7008.0,7517.0,719.0,7380.0,536.0,0.0,7916.0,0.0,12.0,12.0,160.0,72932.0,7169.0,9055.0,675.0,1488.0,3359.0,0.0,4848.0,0.0,4.0,11.0,149.0,0.0,6385.0,7424.0,436.0,1509.0,602.0,0.0,2111.0,30.0,4.0,9.0,41.0,46608.0,4821.0,5802.0,1200287.0,CLASSIC,MATCHED_GAME,11.20.400.7328,3.0,6.0,,,2.0,,,2.0
5.0,9.0,5.0,2.0,,1.0,2.0,8.0,,2.0,2.0,2.0,3.0,2.0,6.0,5.0,5.0,1.0,3.0,2.0,10.0,4.0,2.0,7.0,,8.0,4.0,1.0,2.0,,100.0,1347.0,2829.0,10007.0,140.0,12976.0,0.0,0.0,13.0,131.0,365473.0,8747.0,10412.0,1514.0,7594.0,1290.0,662.0,9546.0,0.0,123.0,13.0,22.0,364035.0,9814.0,10024.0,175.0,9501.0,775.0,447.0,10725.0,0.0,12.0,13.0,164.0,64143.0,9465.0,10841.0,693.0,0.0,4801.0,0.0,4801.0,0.0,16.0,10.0,136.0,21666.0,8693.0,7253.0,805.0,1759.0,457.0,138.0,2354.0,30.0,0.0,9.0,34.0,54432.0,5305.0,5622.0,66.0,717.0,11732.0,0.0,12449.0,0.0,12.0,11.0,123.0,148522.0,6491.0,8333.0,294.0,423.0,2582.0,164.0,3169.0,0.0,86.0,10.0,6.0,283078.0,6044.0,6855.0,339.0,8713.0,1189.0,368.0,10271.0,0.0,4.0,12.0,127.0,385339.0,6754.0,8713.0,1941.0,690.0,10167.0,1606.0,12464.0,0.0,0.0,11.0,178.0,50246.0,10456.0,8196.0,632.0,2905.0,387.0,0.0,3292.0,30.0,0.0,9.0,26.0,84552.0,4542.0,6077.0,1200383.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,5.0,1.0,1.0,4.0,,,
2.0,3.0,1.0,2.0,2.0,5.0,9.0,5.0,,7.0,4.0,4.0,3.0,3.0,2.0,1.0,,4.0,1.0,2.0,6.0,4.0,3.0,2.0,4.0,10.0,,3.0,,1.0,200.0,541.0,1966.0,7366.0,0.0,9333.0,0.0,0.0,11.0,133.0,47599.0,6266.0,7775.0,16.0,4471.0,2012.0,820.0,7305.0,0.0,112.0,11.0,17.0,178301.0,7301.0,7991.0,321.0,5896.0,341.0,0.0,6237.0,0.0,0.0,11.0,122.0,190001.0,5836.0,7850.0,395.0,554.0,7644.0,72.0,8270.0,0.0,4.0,11.0,159.0,35218.0,7320.0,7559.0,248.0,1706.0,909.0,0.0,2616.0,30.0,0.0,9.0,32.0,100428.0,4498.0,5820.0,868.0,1583.0,4188.0,618.0,6389.0,0.0,0.0,13.0,156.0,114213.0,7918.0,10520.0,337.0,0.0,10102.0,917.0,11020.0,0.0,155.0,14.0,28.0,224528.0,9687.0,11459.0,1303.0,9660.0,1703.0,240.0,11603.0,0.0,0.0,12.0,120.0,55914.0,8383.0,9521.0,979.0,677.0,11532.0,0.0,12210.0,0.0,0.0,11.0,142.0,41024.0,7754.0,7546.0,475.0,3953.0,495.0,318.0,4767.0,30.0,0.0,10.0,4.0,39615.0,5235.0,7164.0,1200389.0,CLASSIC,MATCHED_GAME,11.22.406.3587,,5.0,,1.0,1.0,,1.0,
1.0,6.0,9.0,4.0,2.0,3.0,2.0,5.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,3.0,9.0,7.0,6.0,7.0,5.0,4.0,2.0,,3.0,3.0,,2.0,,100.0,974.0,5021.0,816.0,106.0,5945.0,0.0,12.0,12.0,122.0,250737.0,6699.0,8990.0,217.0,6722.0,1202.0,1343.0,9268.0,0.0,98.0,11.0,19.0,291728.0,8157.0,8155.0,201.0,12748.0,1342.0,758.0,14849.0,0.0,0.0,13.0,126.0,81119.0,9196.0,10462.0,172.0,594.0,9121.0,640.0,10356.0,0.0,8.0,11.0,129.0,43665.0,7852.0,7727.0,95.0,3529.0,1533.0,113.0,5176.0,30.0,0.0,9.0,27.0,96608.0,6330.0,5503.0,314.0,2912.0,9072.0,0.0,11984.0,0.0,8.0,12.0,147.0,70431.0,8049.0,9909.0,456.0,1667.0,4190.0,244.0,6101.0,0.0,84.0,11.0,28.0,280549.0,6581.0,7385.0,282.0,7227.0,1608.0,743.0,9579.0,0.0,8.0,11.0,105.0,28931.0,6302.0,7588.0,843.0,0.0,4921.0,1488.0,6409.0,0.0,4.0,11.0,104.0,16347.0,7168.0,7344.0,344.0,4473.0,1411.0,485.0,6370.0,30.0,0.0,8.0,29.0,111288.0,4609.0,4563.0,1200388.0,CLASSIC,MATCHED_GAME,11.22.406.3587,5.0,5.0,,,4.0,,,2.0
1.0,6.0,5.0,9.0,1.0,7.0,4.0,4.0,1.0,2.0,3.0,3.0,6.0,3.0,5.0,3.0,5.0,5.0,4.0,2.0,11.0,5.0,4.0,6.0,3.0,6.0,4.0,2.0,,1.0,100.0,1344.0,6746.0,1616.0,1167.0,9530.0,0.0,12.0,13.0,146.0,219882.0,6489.0,10091.0,1874.0,0.0,6849.0,1626.0,8476.0,0.0,135.0,13.0,25.0,295714.0,9639.0,10103.0,1066.0,509.0,5946.0,0.0,6456.0,0.0,4.0,11.0,138.0,76794.0,8121.0,7513.0,251.0,12293.0,2041.0,620.0,14955.0,0.0,0.0,13.0,125.0,370323.0,9465.0,10414.0,79.0,2879.0,1288.0,474.0,4641.0,30.0,0.0,10.0,25.0,60710.0,5654.0,6513.0,144.0,1198.0,5709.0,1447.0,8355.0,0.0,8.0,12.0,126.0,219187.0,7127.0,9490.0,24.0,829.0,8165.0,639.0,9635.0,0.0,104.0,12.0,32.0,180843.0,9489.0,9488.0,141.0,9232.0,471.0,0.0,9703.0,0.0,0.0,11.0,104.0,158408.0,6966.0,7969.0,636.0,305.0,6098.0,365.0,6769.0,0.0,0.0,9.0,121.0,367731.0,7336.0,6102.0,742.0,2375.0,776.0,0.0,3152.0,30.0,0.0,9.0,3.0,27942.0,5072.0,5908.0,1200382.0,CLASSIC,MATCHED_GAME,11.22.406.3587,2.0,2.0,3.0,,4.0,,1.0,1.0
6.0,11.0,6.0,3.0,10.0,5.0,6.0,1.0,5.0,5.0,8.0,7.0,4.0,4.0,9.0,5.0,9.0,4.0,6.0,9.0,5.0,1.0,9.0,6.0,7.0,9.0,1.0,4.0,2.0,,200.0,35.0,3519.0,11428.0,1356.0,16303.0,0.0,32.0,13.0,139.0,168733.0,10515.0,10748.0,23.0,0.0,13561.0,3666.0,17228.0,0.0,61.0,11.0,31.0,184336.0,10338.0,8452.0,217.0,14914.0,1382.0,951.0,17248.0,0.0,0.0,11.0,91.0,257667.0,8527.0,8365.0,660.0,16944.0,187.0,0.0,17132.0,0.0,4.0,12.0,145.0,124360.0,8085.0,8666.0,762.0,2235.0,2374.0,316.0,4925.0,30.0,0.0,10.0,28.0,74023.0,6362.0,6269.0,239.0,128.0,12713.0,2866.0,15707.0,0.0,17.0,13.0,104.0,115622.0,9129.0,10096.0,1749.0,7110.0,672.0,1065.0,8848.0,0.0,62.0,12.0,22.0,212649.0,7259.0,9021.0,223.0,9127.0,83.0,0.0,9211.0,0.0,14.0,12.0,107.0,246415.0,7953.0,9124.0,660.0,259.0,9956.0,0.0,10215.0,0.0,8.0,12.0,161.0,17108.0,8220.0,8930.0,477.0,4167.0,1354.0,622.0,6144.0,30.0,0.0,10.0,26.0,74537.0,6802.0,7109.0,1200381.0,CLASSIC,MATCHED_GAME,11.21.403.3002,6.0,11.0,,2.0,4.0,1.0,,5.0
1.0,3.0,,4.0,3.0,5.0,8.0,3.0,2.0,7.0,3.0,8.0,1.0,3.0,2.0,2.0,,2.0,3.0,3.0,6.0,6.0,5.0,5.0,3.0,5.0,1.0,2.0,,,200.0,698.0,6995.0,3187.0,193.0,10376.0,0.0,2.0,11.0,117.0,30685.0,6263.0,8278.0,41.0,473.0,2068.0,144.0,2686.0,0.0,93.0,11.0,28.0,131384.0,7116.0,7748.0,233.0,805.0,4669.0,0.0,5474.0,0.0,8.0,11.0,137.0,64930.0,5778.0,8315.0,951.0,83.0,6527.0,478.0,7089.0,0.0,20.0,11.0,171.0,83408.0,8875.0,7955.0,483.0,925.0,1988.0,842.0,3756.0,30.0,0.0,10.0,28.0,52447.0,5123.0,6421.0,342.0,9329.0,828.0,0.0,10158.0,0.0,1.0,13.0,136.0,148263.0,7267.0,10005.0,1450.0,1032.0,4500.0,1029.0,6563.0,0.0,128.0,12.0,9.0,186765.0,8340.0,9904.0,668.0,536.0,10164.0,384.0,11084.0,0.0,4.0,13.0,145.0,51365.0,8718.0,11114.0,380.0,5636.0,335.0,0.0,5971.0,0.0,4.0,11.0,162.0,155400.0,9330.0,8130.0,283.0,2703.0,927.0,0.0,3631.0,30.0,0.0,9.0,16.0,26159.0,5808.0,6104.0,1200309.0,CLASSIC,MATCHED_GAME,11.21.403.3002,4.0,,,1.0,4.0,1.0,2.0,2.0
2.0,13.0,7.0,2.0,5.0,2.0,7.0,5.0,1.0,5.0,3.0,8.0,2.0,3.0,3.0,3.0,8.0,5.0,5.0,6.0,12.0,,11.0,2.0,4.0,6.0,,4.0,,,100.0,487.0,14.0,6308.0,2413.0,8735.0,0.0,4.0,12.0,155.0,14599.0,8612.0,9786.0,1169.0,12236.0,992.0,995.0,14224.0,0.0,82.0,11.0,28.0,275242.0,10334.0,8047.0,551.0,1013.0,12525.0,529.0,14067.0,0.0,8.0,12.0,114.0,22887.0,9826.0,8629.0,2391.0,1009.0,4743.0,506.0,6259.0,0.0,9.0,12.0,160.0,12947.0,8541.0,8791.0,64.0,2353.0,1095.0,0.0,3449.0,30.0,0.0,10.0,7.0,21037.0,5649.0,6235.0,987.0,1322.0,4840.0,0.0,6163.0,0.0,13.0,12.0,104.0,70665.0,8090.0,9399.0,146.0,5649.0,892.0,106.0,6647.0,0.0,95.0,12.0,13.0,226143.0,7561.0,8754.0,484.0,16813.0,71.0,0.0,16885.0,0.0,8.0,12.0,115.0,149013.0,8464.0,8644.0,1793.0,599.0,7457.0,140.0,8198.0,0.0,12.0,12.0,161.0,100897.0,9878.0,9003.0,267.0,2853.0,1468.0,534.0,4855.0,30.0,0.0,9.0,23.0,111945.0,5017.0,5551.0,1200395.0,CLASSIC,MATCHED_GAME,11.22.406.3587,4.0,5.0,1.0,1.0,5.0,1.0,2.0,
3.0,2.0,1.0,2.0,6.0,7.0,15.0,2.0,4.0,7.0,7.0,7.0,7.0,6.0,2.0,3.0,,4.0,,5.0,5.0,8.0,8.0,5.0,5.0,12.0,2.0,,,,200.0,1053.0,882.0,7309.0,1212.0,9404.0,0.0,91.0,11.0,43.0,399561.0,6753.0,7783.0,650.0,78.0,10127.0,0.0,10205.0,0.0,0.0,11.0,123.0,130188.0,6300.0,8208.0,344.0,5474.0,486.0,189.0,6150.0,0.0,0.0,10.0,113.0,310629.0,5979.0,6993.0,401.0,2123.0,9613.0,840.0,12577.0,0.0,0.0,10.0,108.0,47586.0,6101.0,6290.0,138.0,5251.0,761.0,475.0,6488.0,30.0,0.0,9.0,12.0,228396.0,5848.0,5916.0,702.0,12120.0,2795.0,860.0,15776.0,0.0,4.0,13.0,110.0,565848.0,9092.0,11199.0,861.0,0.0,9673.0,482.0,10156.0,0.0,93.0,12.0,36.0,202514.0,9661.0,9350.0,2343.0,18026.0,1360.0,332.0,19719.0,0.0,24.0,14.0,121.0,100573.0,11393.0,11530.0,1077.0,303.0,7322.0,0.0,7625.0,0.0,23.0,11.0,135.0,25833.0,8302.0,7994.0,417.0,7256.0,753.0,0.0,8010.0,30.0,0.0,11.0,15.0,137693.0,7337.0,7604.0,1200283.0,CLASSIC,MATCHED_GAME,11.21.403.3002,1.0,2.0,,,3.0,,2.0,4.0
5.0,4.0,4.0,14.0,6.0,1.0,5.0,1.0,4.0,3.0,3.0,4.0,5.0,2.0,6.0,5.0,4.0,9.0,5.0,4.0,11.0,5.0,3.0,5.0,5.0,5.0,1.0,,,1.0,100.0,1503.0,11079.0,1730.0,2232.0,15042.0,0.0,0.0,12.0,99.0,108661.0,6803.0,9172.0,1212.0,1421.0,7118.0,14.0,8554.0,0.0,87.0,11.0,24.0,255018.0,7262.0,8165.0,644.0,7065.0,695.0,2820.0,10580.0,0.0,6.0,11.0,103.0,125538.0,7044.0,8410.0,1519.0,3546.0,17741.0,58.0,21347.0,0.0,4.0,11.0,125.0,594.0,10509.0,8497.0,871.0,3425.0,3397.0,0.0,6823.0,30.0,0.0,11.0,29.0,82397.0,6656.0,7719.0,520.0,0.0,10325.0,681.0,11007.0,0.0,8.0,12.0,86.0,104200.0,9103.0,8908.0,325.0,498.0,4656.0,87.0,5242.0,0.0,79.0,9.0,1.0,141168.0,5525.0,5554.0,1091.0,11825.0,1019.0,973.0,13818.0,0.0,4.0,13.0,118.0,212380.0,7861.0,10593.0,634.0,0.0,5804.0,0.0,5804.0,0.0,0.0,8.0,75.0,3270.0,5309.0,4665.0,717.0,12087.0,831.0,985.0,13904.0,30.0,0.0,10.0,23.0,17659.0,6412.0,6547.0,1200278.0,CLASSIC,MATCHED_GAME,11.22.406.3587,6.0,4.0,,,7.0,,1.0,4.0
4.0,2.0,2.0,7.0,1.0,6.0,4.0,2.0,2.0,3.0,3.0,2.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,9.0,3.0,2.0,6.0,4.0,6.0,2.0,2.0,1.0,,100.0,99.0,390.0,4069.0,1150.0,5609.0,0.0,12.0,12.0,140.0,86614.0,8849.0,9421.0,1116.0,4398.0,178.0,76.0,4652.0,0.0,106.0,11.0,13.0,550400.0,6551.0,8149.0,691.0,6960.0,245.0,0.0,7205.0,0.0,0.0,12.0,143.0,56774.0,6651.0,9614.0,173.0,581.0,13111.0,350.0,14042.0,0.0,6.0,12.0,168.0,92925.0,9823.0,9593.0,267.0,1235.0,301.0,0.0,1537.0,30.0,0.0,9.0,31.0,54640.0,5317.0,5965.0,762.0,4094.0,1712.0,0.0,5806.0,0.0,0.0,12.0,127.0,42011.0,6237.0,9059.0,338.0,4209.0,4851.0,884.0,9944.0,0.0,100.0,11.0,24.0,278098.0,9078.0,8425.0,439.0,8602.0,1260.0,54.0,9917.0,0.0,11.0,13.0,170.0,71624.0,9423.0,10729.0,992.0,463.0,7148.0,0.0,7611.0,0.0,0.0,11.0,157.0,66328.0,7842.0,7679.0,624.0,2869.0,1881.0,542.0,5292.0,30.0,0.0,9.0,26.0,65032.0,5724.0,6048.0,1200351.0,CLASSIC,MATCHED_GAME,11.22.406.3587,1.0,4.0,1.0,,3.0,,1.0,1.0
